# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.9145106861642298,1.0163467469792091,-0.00008331915517413761,0,3.0,-0.0007350185850568572,0.0,0.0,0.0
 0.08933092252371852,1.926480706742625,1.016346729572482,-0.00008331915517413761,0.2679927675711556,3.0000000000000004,-0.0007350185850568572,0.0,-0.013647657235070216,0.0
 0.12617531529948323,1.93839100144998,1.0163466077253913,-0.0005861587988120716,0.3785259458984496,2.999999999999998,-0.001487888281240832,0.0,-0.03596051499825884,0.0
 0.1543399572060933,1.950241919744547,1.0163462769975726,-0.0015989738265153128,0.4630198716182799,3.000000000000001,-0.0022595117628793366,0.0,-0.06469778786488958,0.0
 0.17799461591705448,1.9620338110845803,1.0163456329486615,-0.0031293779178134416,0.5339838477511634,2.999999999999998,-0.0030502050914094046,0.0,-0.09901067580686476,0.0
 0.19875670023923975,1.9737670249283323,1.016344571138294,-0.0051850459177121165,0.5962701007177192,3.000000000000004,-0.0038602688052623664,0.0,-0.13843026425161115,0.0
 0.2174568535720254,1.9854419107340568,1.0163429871261052,-0.007773713085115282,0.6523705607160761,2.9999999999999956,-0.004690012039470067,0.0,-0.18266400393671076,0.0
 0.2345891901238665,1.9970588179600066,1.0163407764717316,-0.010903174276465838,0.7037675703715994,3.0,-0.005539746393929031,0.0,-0.2315182872990242,0.0
 0.2504760942195336,2.008618096064435,1.0163378347348082,-0.014581283103178536,0.7514282826586007,3.0000000000000018,-0.006409782926793194,0.0,-0.28486145956558867,0.0
 0.26534180437641314,2.0201200945055953,1.0163340574749709,-0.018815950995946237,0.7960254131292394,3.0,-0.007300432334302871,0.0,-0.3426036210090363,0.0
 0.27934981526498465,2.0315651627417406,1.0163293402518554,-0.023615146249504844,0.838049445794954,3.000000000000008,-0.008212006104059349,0.0,-0.4046845490414719,0.0
 0.29262372640156453,2.042953650231124,1.0163235786250975,-0.028986892991828248,0.8778711792046936,2.999999999999996,-0.009144820108523733,0.0,-0.4710659850766208,0.0
 0.3052596994774586,2.054285906431999,1.0163166681543325,-0.03493927009622595,0.9157790984323759,3.0000000000000044,-0.010099187849438744,0.0,-0.5417264519522407,0.0
 0.31733431741448737,2.0655622808026184,1.0163085043991966,-0.04148041002993142,0.9520029522434621,2.9999999999999956,-0.011075422866915194,0.0,-0.6166576299287383,0.0
 0.3289097642735622,2.076783122801236,1.0162989829193254,-0.04861849765541458,0.9867292928206867,3.0,-0.012073840914068976,0.0,-0.69586173409283,0.0
 0.340037364651692,2.0879487818861047,1.0162879992743543,-0.05636176895083199,1.0201120939550758,2.9999999999999902,-0.013094755116231786,0.0,-0.7793495660558625,0.0
 0.35076007636402945,2.0990596075154775,1.0162754490239192,-0.0647185096707843,1.0522802290920883,3.0000000000000053,-0.01413848149557835,0.0,-0.8671390312412669,0.0
 0.3611142917273298,2.1101159491476076,1.0162612277276555,-0.07369705395018,1.0833428751819891,2.999999999999984,-0.01520533373252074,0.0,-0.9592539839512669,0.0
 0.3711311684181052,2.1211181562407484,1.0162452309451993,-0.08330578282255487,1.1133935052543151,2.9999999999999836,-0.016295624723103384,0.0,-1.0557233162798425,0.0
 0.38083763195017495,2.132066578253154,1.0162273542361857,-0.09355312269198093,1.1425128958505244,2.9999999999999942,-0.017409667008889153,0.0,-1.1565802195482306,0.0
 0.3902571437372726,2.1429615646430755,1.0162074931602512,-0.10444754370273948,1.1707714312118174,3.0,-0.01854777187901827,0.0,-1.2618615867747565,0.0
 0.39941029848336956,2.1538034648687674,1.016185543277031,-0.11599755807464428,1.1982308954501082,2.999999999999994,-0.019710249234576763,0.0,-1.37160751016752,0.0
 0.4083152951125975,2.1645926283884833,1.0161614001461607,-0.12821171832930978,1.2249458853377921,3.0000000000000124,-0.02089740691554267,0.0,-1.4858608633439794,0.0
 0.41698831251678053,2.1753294046604754,1.0161349593272762,-0.14109861545728652,1.2509649375503413,3.000000000000013,-0.022109552196956653,0.0,-1.604666944449684,0.0
 0.4254438126442609,2.186014143142998,1.0161061163800131,-0.15466687701064435,1.2763314379327824,2.9999999999999933,-0.02334698798457397,0.0,-1.7280731678850436,0.0
 0.43369478741096307,2.1966471932943037,1.0160747668640069,-0.16892516511387895,1.301084362232889,3.0000000000000067,-0.024610016916848942,0.0,-1.8561287935888964,0.0
 0.44175296166910893,2.207228904572645,1.016040806338894,-0.18388217437818033,1.3252588850073264,2.999999999999979,-0.025898937248832864,0.0,-1.9888846950773624,0.0
 0.44962896143775144,2.2177596264362767,1.016004130364309,-0.19954662977646626,1.348886884313254,3.000000000000014,-0.027214044391672708,0.0,-2.1263931400925533,0.0
 0.45733245440309334,2.2282397083434504,1.0159646344998885,-0.2159272843727205,1.3719973632092797,3.0,-0.028555631250917323,0.0,-2.2687076080639708,0.0
 0.4648722680838654,2.23866949975242,1.0159222143052675,-0.23303291703367288,1.3946168042515958,3.0,-0.02992398557855481,0.0,-2.415882608748131,0.0
 0.47225648985805396,2.2490493501214393,1.0158767653400822,-0.2508723299970743,1.4167694695741615,2.9999999999999925,-0.03131939256376049,0.0,-2.5679735273439923,0.0
 0.4794925521457225,2.2593796089087603,1.0158281831639684,-0.26945434639401933,1.438477656437167,2.9999999999999925,-0.032742131110094455,0.0,-2.7250364730963073,0.0
